state_index,score_diff,time_step,time_phase,time_phase_name,health_my,health_my_name,health_opp,health_opp_name,recovery_lock,recovery_name,counter_ready,counter_ready_name,greedy_action_id,greedy_expected_reward,static_action_id,static_action_prob,rule_action_id,rule_expected_reward,mdp_action_id,mdp_value,mdp_immediate_reward,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23,greedy_action_name,greedy_action_type,greedy_macro_group,static_action_name,static_action_type,static_macro_group,rule_action_name,rule_action_type,rule_macro_group,mdp_action_name,mdp_action_type,mdp_macro_group
7256,5,2,early,前期,1,Mid,2,High,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,D15,-0.04439035219213815,A02,5.220478425955262,0.05322814173802378,A02,5.220478425955262,A03,5.218948006078016,A10,5.2187295192505845,0.0015304198772465583,0.00021848682743108583,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7257,5,2,early,前期,1,Mid,2,High,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,D15,-0.03821592974114017,A02,5.214025645753373,0.04677483850469013,A02,5.214025645753373,A01,5.212609603058631,A03,5.212311443933482,0.0014160426947418259,0.0002981591251494109,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7258,5,2,early,前期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.04439035219213815,D19,0.0,D16,-0.09886135591293518,D15,5.251404042153392,-0.04439035219213815,D15,5.251404042153392,D18,5.197528472773387,D14,5.186069549165558,0.05387556938000504,0.01145892360782863,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7259,5,2,early,前期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.03821592974114017,D19,0.0,D16,-0.09535522276814266,D15,5.25757846460439,-0.03821592974114017,D15,5.25757846460439,D18,5.197528472773387,D14,5.186069549165558,0.060049991831003346,0.01145892360782863,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7260,5,2,early,前期,2,High,0,Low,0,Normal,0,Normal,A02,0.05316506177540329,A04,1.0,D15,-0.022508143059170618,A02,4.921062314142783,0.05316506177540329,A02,4.921062314142783,A03,4.919428820740476,A10,4.919204368758263,0.0016334934023065628,0.00022445198221365814,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7261,5,2,early,前期,2,High,0,Low,0,Normal,1,CounterReady,A02,0.04670306211008013,A04,1.0,D15,-0.022508143059170618,A02,4.914600314477459,0.04670306211008013,A02,4.914600314477459,A01,4.913329022578879,A03,4.91278078040682,0.001271291898579996,0.0005482421720595099,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7262,5,2,early,前期,2,High,0,Low,1,Recover,0,Normal,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,4.934543800764853,-0.022508143059170618,D15,4.934543800764853,D16,4.898909206513951,D14,4.885711661989395,0.03563459425090265,0.013197544524555127,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7263,5,2,early,前期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,4.934543800764853,-0.022508143059170618,D15,4.934543800764853,D16,4.898909206513951,D14,4.885711661989395,0.03563459425090265,0.013197544524555127,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7264,5,2,early,前期,2,High,1,Mid,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,D15,-0.02785344890394867,A02,4.882367755413482,0.053433083836277276,A02,4.882367755413482,A03,4.880761202722631,A10,4.880565769571516,0.0016065526908510819,0.00019543315111558712,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7265,5,2,early,前期,2,High,1,Mid,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,D15,-0.021538315687910314,A02,4.875912162065278,0.0469764446121716,A02,4.875912162065278,A01,4.874501431522563,A03,4.874119397164352,0.0014107305427151218,0.0003820343582106034,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7266,5,2,early,前期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.02785344890394867,D19,0.0,D16,-0.07678705873371483,D15,4.914800004128112,-0.02785344890394867,D15,4.914800004128112,D18,4.853834873064556,D16,4.846894558803296,0.060965131063555944,0.00694031426125985,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7267,5,2,early,前期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.021538315687910314,D19,0.0,D16,-0.07332800635146042,D15,4.921115137344151,-0.021538315687910314,D15,4.921115137344151,D18,4.853834873064556,D16,4.85035361118555,0.06728026427959488,0.0034812618790054373,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7268,5,2,early,前期,2,High,2,High,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,D15,-0.032288759397575154,A02,4.866295957950074,0.053433083836277276,A02,4.866295957950074,A03,4.864683150109563,A10,4.864480900169767,0.001612807840510655,0.0002022499397966726,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7269,5,2,early,前期,2,High,2,High,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,D15,-0.02611433694657718,A02,4.859839748635719,0.0469764446121716,A02,4.859839748635719,A01,4.858444018708979,A03,4.858040746137313,0.0013957299267399748,0.0004032725716660579,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7270,5,2,early,前期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,4.896023667108357,-0.032288759397575154,D15,4.896023667108357,D18,4.836679104181344,D14,4.828918571108043,0.059344562927012845,0.00776053307330038,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7271,5,2,early,前期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,4.902198089559355,-0.02611433694657718,D15,4.902198089559355,D18,4.836679104181344,D16,4.830366581022893,0.06551898537801115,0.0063125231584511,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7272,5,3,early,前期,0,Low,0,Low,0,Normal,0,Normal,A02,0.0538039899236329,A04,1.0,D05,-0.06513168344337411,A02,5.885556426149702,0.0538039899236329,A02,5.885556426149702,A03,5.883724221844414,A10,5.883068639427416,0.0018322043052885206,0.0006555824169982571,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7273,5,3,early,前期,0,Low,0,Low,0,Normal,1,CounterReady,A02,0.04731863832290556,A04,1.0,D05,-0.06513168344337411,A02,5.879071074548975,0.04731863832290556,A02,5.879071074548975,A01,5.877929064124415,A03,5.877035926061257,0.0011420104245596363,0.0008931380631578278,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7274,5,3,early,前期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,5.87804832168974,0.0499765626258781,D15,5.87804832168974,D16,5.842992896371726,D14,5.813995367441299,0.03505542531801442,0.028997528930426952,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7275,5,3,early,前期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,5.87804832168974,0.0499765626258781,D15,5.87804832168974,D16,5.842992896371726,D14,5.813995367441299,0.03505542531801442,0.028997528930426952,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7276,5,3,early,前期,0,Low,1,Mid,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,D05,-0.1490456413892158,A02,5.885302775916653,0.05407201198450689,A02,5.885302775916653,A03,5.88346322229612,A10,5.882788035192454,0.0018395536205328966,0.0006751871036660972,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7277,5,3,early,前期,0,Low,1,Mid,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,D05,-0.14900698161630652,A02,5.878822798786488,0.04759202082499703,A02,5.878822798786488,A01,5.8775786967022885,A03,5.876780157877258,0.001244102084199561,0.0007985388250304482,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7278,5,3,early,前期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.051796363148257425,D19,0.0,D16,-0.0225307223294174,D15,5.880742300644377,0.051796363148257425,D15,5.880742300644377,D16,5.806086802019225,D14,5.795354333031774,0.07465549862515175,0.010732468987450616,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7279,5,3,early,前期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.05811149636429578,D19,0.0,D16,-0.01907166994716296,D15,5.887057433860415,0.05811149636429578,D15,5.887057433860415,D16,5.809545854401479,D14,5.795354333031774,0.07751157945893539,0.014191521369705029,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7280,5,3,early,前期,0,Low,2,High,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,D05,-0.15621086358160044,A02,5.8548138670106695,0.05407201198450689,A02,5.8548138670106695,A03,5.852973468565309,A10,5.852290483439427,0.0018403984453607691,0.0006829851258816078,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7281,5,3,early,前期,0,Low,2,High,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,D05,-0.15617312907731565,A02,5.848334694065611,0.04759202082499703,A02,5.848334694065611,A01,5.8470760864928355,A03,5.84629118691848,0.0012586075727751833,0.0007848995743557907,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7282,5,3,early,前期,0,Low,2,High,1,Recover,0,Normal,D15,0.04858673456518,D19,0.0,D16,-0.02727112540672688,D15,5.846722206001262,0.04858673456518,D15,5.846722206001262,D16,5.770204959402682,D14,5.762713240276747,0.07651724659857972,0.007491719125935603,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7283,5,3,early,前期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.05476115701617799,D19,0.0,D16,-0.023764992261934362,D15,5.85289662845226,0.05476115701617799,D15,5.85289662845226,D16,5.773711092547474,D14,5.762713240276747,0.07918553590478616,0.01099785227072747,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7284,5,3,early,前期,1,Mid,0,Low,0,Normal,0,Normal,A02,0.052960119677149795,A04,1.0,D15,-0.0319762269922318,A02,5.4810784357819005,0.052960119677149795,A02,5.4810784357819005,A03,5.479577824874257,A10,5.479389861006925,0.0015006109076436402,0.00018796386733210824,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7285,5,3,early,前期,1,Mid,0,Low,0,Normal,1,CounterReady,A02,0.04650145600259866,A04,1.0,D15,-0.0319762269922318,A02,5.474619772107349,0.04650145600259866,A02,5.474619772107349,A01,5.473308600638166,A03,5.472935535319101,0.0013111714691831367,0.0003730653190654465,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7286,5,3,early,前期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,5.502114647233008,-0.0319762269922318,D15,5.502114647233008,D16,5.46047113574008,D18,5.45471240381683,0.04164351149292855,0.005758731923249272,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7287,5,3,early,前期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,5.502114647233008,-0.0319762269922318,D15,5.502114647233008,D16,5.46047113574008,D18,5.45471240381683,0.04164351149292855,0.005758731923249272,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7288,5,3,early,前期,1,Mid,1,Mid,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,D15,-0.039584827225106096,A02,5.4582858249755475,0.05322814173802378,A02,5.4582858249755475,A03,5.456830383988456,A10,5.456692477656159,0.0014554409870912721,0.00013790633229682214,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7289,5,3,early,前期,1,Mid,1,Mid,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,D15,-0.03326969400906774,A02,5.451833140867923,0.04677483850469013,A02,5.451833140867923,A01,5.450382940039965,A03,5.4501939133546955,0.0014502008279579925,0.0001890266852697664,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7290,5,3,early,前期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.039584827225106096,D19,0.0,D16,-0.09311773231460932,D15,5.501117449875607,-0.039584827225106096,D15,5.501117449875607,D18,5.448926873556383,D14,5.434890253433964,0.05219057631922386,0.01403662012241913,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7291,5,3,early,前期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.03326969400906774,D19,0.0,D16,-0.0896586799323549,D15,5.507432583091645,-0.03326969400906774,D15,5.507432583091645,D18,5.448926873556383,D14,5.434890253433964,0.05850570953526191,0.01403662012241913,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7292,5,3,early,前期,1,Mid,2,High,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,D15,-0.04439035219213815,A02,5.437777561732323,0.05322814173802378,A02,5.437777561732323,A03,5.436298328460783,A10,5.436133831881747,0.0014792332715405365,0.0001644965790355002,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7293,5,3,early,前期,1,Mid,2,High,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,D15,-0.03821592974114017,A02,5.431324808027498,0.04677483850469013,A02,5.431324808027498,A01,5.429886407218463,A03,5.429661792144112,0.001438400809035123,0.00022461507435078687,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7294,5,3,early,前期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.04439035219213815,D19,0.0,D16,-0.09886135591293518,D15,5.475828691379147,-0.04439035219213815,D15,5.475828691379147,D18,5.424617134271191,D14,5.410710723398317,0.05121155710795566,0.01390641087287392,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7295,5,3,early,前期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.03821592974114017,D19,0.0,D16,-0.09535522276814266,D15,5.482003113830145,-0.03821592974114017,D15,5.482003113830145,D18,5.424617134271191,D14,5.410710723398317,0.05738597955895397,0.01390641087287392,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7296,5,3,early,前期,2,High,0,Low,0,Normal,0,Normal,A02,0.05316506177540329,A04,1.0,D15,-0.022508143059170618,A02,5.123050150689101,0.05316506177540329,A02,5.123050150689101,A03,5.1214539512934065,A10,5.121268399889334,0.001596199395694775,0.00018555140407272575,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7297,5,3,early,前期,2,High,0,Low,0,Normal,1,CounterReady,A02,0.04670306211008013,A04,1.0,D15,-0.022508143059170618,A02,5.1165881510237785,0.04670306211008013,A02,5.1165881510237785,A01,5.115301035767075,A03,5.11480591095975,0.0012871152567033306,0.0004951248073252756,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7298,5,3,early,前期,2,High,0,Low,1,Recover,0,Normal,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,5.141330399512729,-0.022508143059170618,D15,5.141330399512729,D16,5.10487699283717,D14,5.092405003285583,0.03645340667555885,0.012471989551587015,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7299,5,3,early,前期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,5.141330399512729,-0.022508143059170618,D15,5.141330399512729,D16,5.10487699283717,D14,5.092405003285583,0.03645340667555885,0.012471989551587015,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7300,5,3,early,前期,2,High,1,Mid,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,D15,-0.02785344890394867,A02,5.0819208081985385,0.053433083836277276,A02,5.0819208081985385,A03,5.080353309105543,A10,5.080199955209957,0.0015674990929959165,0.00015335389558579493,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7301,5,3,early,前期,2,High,1,Mid,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,D15,-0.021538315687910314,A02,5.0754652802091735,0.0469764446121716,A02,5.0754652802091735,A01,5.074036445269376,A03,5.07371156711513,0.0014288349397979516,0.00032487815424531163,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7302,5,3,early,前期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.02785344890394867,D19,0.0,D16,-0.07678705873371483,D15,5.1205336203464915,-0.02785344890394867,D15,5.1205336203464915,D18,5.061788828548652,D14,5.052440606844736,0.058744791797839646,0.009348221703915804,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7303,5,3,early,前期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.021538315687910314,D19,0.0,D16,-0.07332800635146042,D15,5.1268487535625304,-0.021538315687910314,D15,5.1268487535625304,D18,5.061788828548652,D16,5.055498335092528,0.06505992501387858,0.006290493456123869,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7304,5,3,early,前期,2,High,2,High,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,D15,-0.032288759397575154,A02,5.065047118000588,0.053433083836277276,A02,5.065047118000588,A03,5.06347302133081,A10,5.063312843151293,0.0015740966697777026,0.00016017817951752278,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7305,5,3,early,前期,2,High,2,High,0,Normal,1,CounterReady,A02,0.0469764446121716,A04,1.0,D15,-0.02611433694657718,A02,5.058590930120986,0.0469764446121716,A02,5.058590930120986,A01,5.0571780579740855,A03,5.056830638232906,0.0014128721469006678,0.00034741974117924457,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7306,5,3,early,前期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,5.10106937802635,-0.032288759397575154,D15,5.10106937802635,D18,5.0439384912244085,D14,5.034094376850407,0.057130886801941116,0.009844114374001123,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7307,5,3,early,前期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,5.107243800477348,-0.02611433694657718,D15,5.107243800477348,D18,5.0439384912244085,D16,5.034834871837574,0.06330530925293942,0.009103619386834794,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7308,5,4,early,前期,0,Low,0,Low,0,Normal,0,Normal,A02,0.0538039899236329,A04,1.0,D05,-0.06513168344337411,A02,6.138689635008538,0.0538039899236329,A02,6.138689635008538,A03,6.136857446876363,A10,6.13620155575693,0.0018321881321750055,0.000655891119432539,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7309,5,4,early,前期,0,Low,0,Low,0,Normal,1,CounterReady,A02,0.04731863832290556,A04,1.0,D05,-0.06513168344337411,A02,6.13220428340781,0.04731863832290556,A02,6.13220428340781,A01,6.131062321881608,A03,6.130169151093206,0.001141961526202273,0.000893170788401676,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7310,5,4,early,前期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,6.130943634416398,0.0499765626258781,D15,6.130943634416398,D16,6.095883861824895,D14,6.066867065867259,0.03505977259150317,0.02901679595763529,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7311,5,4,early,前期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,6.130943634416398,0.0499765626258781,D15,6.130943634416398,D16,6.095883861824895,D14,6.066867065867259,0.03505977259150317,0.02901679595763529,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7312,5,4,early,前期,0,Low,1,Mid,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,D05,-0.1490456413892158,A02,6.138138645569116,0.05407201198450689,A02,6.138138645569116,A03,6.1362990913572775,A10,6.13562367811674,0.0018395542118385677,0.0006754132405371038,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7313,5,4,early,前期,0,Low,1,Mid,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,D05,-0.14900698161630652,A02,6.131658676419898,0.04759202082499703,A02,6.131658676419898,A01,6.130414453940892,A03,6.129616034706854,0.0012442224790056855,0.0007984192340382279,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7314,5,4,early,前期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.051796363148257425,D19,0.0,D16,-0.0225307223294174,D15,6.133432297797702,0.051796363148257425,D15,6.133432297797702,D16,6.058768240699838,D14,6.0480241015471305,0.07466405709786361,0.010744139152707888,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7315,5,4,early,前期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.05811149636429578,D19,0.0,D16,-0.01907166994716296,D15,6.13974743101374,0.05811149636429578,D15,6.13974743101374,D16,6.062227293082093,D14,6.0480241015471305,0.07752013793164725,0.0142031915349623,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7316,5,4,early,前期,0,Low,2,High,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,D05,-0.15621086358160044,A02,6.106004038160655,0.05407201198450689,A02,6.106004038160655,A03,6.104163591255523,A10,6.1034802174898015,0.0018404469051311878,0.0006833737657219174,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7317,5,4,early,前期,0,Low,2,High,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,D05,-0.15617312907731565,A02,6.099524909372384,0.04759202082499703,A02,6.099524909372384,A01,6.09826549905851,A03,6.097481352589716,0.0012594103138745538,0.0007841464687938782,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
7318,5,4,early,前期,0,Low,2,High,1,Recover,0,Normal,D15,0.04858673456518,D19,0.0,D16,-0.02727112540672688,D15,6.097759365774847,0.04858673456518,D15,6.097759365774847,D16,6.021233044755779,D14,6.013728453983095,0.07652632101906764,0.007504590772684061,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7319,5,4,early,前期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.05476115701617799,D19,0.0,D16,-0.023764992261934362,D15,6.103933788225845,0.05476115701617799,D15,6.103933788225845,D16,6.024739177900571,D14,6.013728453983095,0.07919461032527408,0.011010723917475929,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
7320,5,4,early,前期,1,Mid,0,Low,0,Normal,0,Normal,A02,0.052960119677149795,A04,1.0,D15,-0.0319762269922318,A02,5.712376172306774,0.052960119677149795,A02,5.712376172306774,A03,5.710928086251524,A10,5.710793636653764,0.0014480860552499308,0.0001344495977599891,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7321,5,4,early,前期,1,Mid,0,Low,0,Normal,1,CounterReady,A02,0.04650145600259866,A04,1.0,D15,-0.0319762269922318,A02,5.705917508632223,0.04650145600259866,A02,5.705917508632223,A01,5.70458426175711,A03,5.704285796696367,0.0013332468751130477,0.00029846506074271417,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
7322,5,4,early,前期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,5.739245981004124,-0.0319762269922318,D15,5.739245981004124,D16,5.696530085218691,D18,5.693670647175543,0.04271589578543278,0.0028594380431474775,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
